mentor_domain_id,mentor_id,reg_date_mentor,region_id_mentor,mentee_id,region_id_mentee,session_id,session_date_time,session_status
4,3972,2024-06-07 02:52:59,8,28977,1,7589,2023-05-19 02:17:43,finished
1,23158,2024-10-12 05:46:15,8,13816,2,1296,2024-03-26 17:54:49,finished
8,21282,2024-04-08 12:06:12,4,13194,7,6507,2024-06-20 03:48:55,canceled
4,5175,2024-02-05 21:18:14,1,20825,4,8679,2021-02-15 00:25:42,finished
3,1850,2024-10-03 19:40:59,5,23236,0,8282,2021-07-17 01:24:13,finished
3,28801,2024-08-31 15:43:03,6,797,10,8164,2024-08-27 12:41:10,finished
6,14213,2024-11-01 01:08:19,2,9502,3,9133,2022-09-07 17:53:34,canceled
4,20881,2024-05-14 05:48:52,2,17904,9,5793,2022-07-21 10:33:38,canceled
4,4412,2024-01-03 22:09:35,6,23119,5,7748,2024-04-24 07:01:37,finished
9,24306,2024-03-20 09:32:16,2,13350,5,5018,2023-05-25 06:26:57,canceled
6,5151,2024-09-14 00:02:08,5,26617,9,9439,2023-08-08 02:20:58,canceled
2,3306,2024-07-13 15:54:11,8,27028,4,9330,2022-05-23 21:40:44,finished
4,7065,2024-08-21 20:01:04,2,16321,5,1226,2024-03-25 17:57:11,finished
2,23801,2024-04-01 15:44:33,4,24975,8,3678,2021-03-24 06:10:19,canceled
6,2312,2024-01-22 10:56:26,1,2470,9,3458,2022-12-15 16:15:32,canceled
8,25595,2024-01-12 13:05:42,10,22380,6,4044,2022-08-19 17:09:58,finished
6,27149,2024-04-24 09:05:35,2,16945,4,5999,2020-09-26 15:24:34,canceled
1,6315,2024-10-21 16:39:06,2,21399,8,6483,2021-05-15 06:30:17,finished
5,19493,2024-06-19 23:47:15,5,6805,8,6698,2021-08-15 14:26:36,finished
1,22252,2024-06-17 19:31:59,3,28697,3,7304,2023-04-13 16:58:37,canceled
6,7145,2024-03-27 17:26:19,2,13645,1,2909,2021-04-30 15:22:16,finished
6,24112,2024-08-15 10:06:30,10,18288,8,3292,2020-04-18 10:50:46,finished
5,23638,2024-07-14 21:57:27,5,10257,7,9090,2024-04-15 09:41:09,canceled
10,4690,2024-05-12 18:26:29,3,3420,1,4641,2023-09-23 12:03:12,canceled
2,20284,2024-02-08 14:57:26,10,16178,10,6325,2023-09-18 01:10:59,canceled
5,16147,2024-07-05 08:43:01,10,833,1,5849,2022-11-04 20:24:17,canceled
4,22750,2024-03-30 06:53:46,3,27723,7,5782,2022-07-09 02:45:34,finished
6,13731,2024-05-03 14:19:32,8,1920,4,4281,2022-03-21 02:02:46,canceled
7,17061,2024-02-05 21:00:24,2,4018,10,7564,2023-01-18 21:18:14,finished
1,16154,2024-10-13 11:54:10,10,2393,1,4809,2020-12-12 04:37:46,finished
1,4288,2024-10-24 16:51:43,7,19673,0,5882,2021-05-17 16:45:41,finished
6,4685,2024-06-23 13:56:08,6,27123,6,6278,2022-12-23 07:22:13,finished
7,18935,2024-01-28 22:01:46,10,15390,7,2452,2021-11-27 15:28:16,finished
10,12317,2024-08-20 11:00:50,3,10772,9,3038,2023-08-18 07:09:25,canceled
9,17062,2024-05-17 10:35:11,6,7703,5,5832,2024-05-08 16:07:14,finished
7,22637,2024-05-06 12:24:08,3,29141,10,7337,2024-02-22 00:48:39,canceled
9,11539,2024-01-29 22:57:06,4,22683,8,9341,2023-10-21 17:34:45,finished
5,4823,2024-07-17 05:39:06,9,10730,6,1195,2022-07-15 16:27:42,canceled
3,15982,2024-11-04 00:01:18,2,23812,1,9600,2021-05-18 08:01:04,canceled
3,25459,2024-02-17 16:14:49,3,8975,0,3761,2022-05-01 21:27:36,finished
4,18309,2024-07-10 19:32:58,1,23065,1,8692,2023-06-29 05:46:27,canceled
1,2603,2024-10-31 01:45:43,1,13799,5,7200,2020-08-05 01:59:56,finished
5,23934,2024-01-16 12:59:13,3,18637,4,9848,2020-07-12 07:04:52,finished
4,22693,2024-08-02 15:24:52,8,284,4,4975,2024-08-02 13:35:00,canceled
9,13599,2024-10-21 06:35:06,10,19112,2,1424,2020-07-25 12:59:07,finished
7,11057,2024-03-26 21:11:00,1,19168,6,6361,2022-02-01 07:54:51,canceled
10,19754,2024-08-24 23:10:11,6,24608,2,8636,2024-04-23 15:09:03,finished
6,22905,2024-08-17 15:03:51,7,15068,5,7831,2020-01-05 02:12:30,finished
5,1538,2024-09-10 22:52:31,9,5965,3,4521,2023-10-11 13:49:35,canceled
4,11638,2024-07-15 03:11:41,2,1585,8,3428,2020-12-19 12:31:02,finished
4,5478,2024-07-05 05:35:32,1,25719,1,4755,2024-08-23 04:24:30,finished
1,2747,2024-03-29 06:04:18,8,21272,8,5068,2022-08-15 14:55:24,finished
5,13555,2024-01-06 01:39:51,10,10491,3,4992,2022-12-31 10:48:01,finished
7,28378,2024-06-19 08:44:15,7,1674,2,2957,2020-04-24 03:23:29,finished
4,29480,2024-07-23 13:01:14,6,13784,6,2459,2024-07-27 02:52:15,finished
8,29028,2024-10-11 10:45:25,2,26860,6,3291,2023-01-15 07:14:40,canceled
7,22505,2024-01-07 05:26:01,1,19026,10,2387,2023-05-31 07:32:03,finished
1,4196,2024-10-06 01:56:38,2,21278,4,8983,2023-01-25 22:54:52,finished
10,24703,2024-09-13 06:07:07,1,18616,3,5925,2021-11-12 02:40:47,canceled
8,15516,2024-03-19 01:50:19,4,21034,0,2686,2022-10-07 20:54:53,finished
9,21582,2024-04-22 08:38:12,10,17559,2,2957,2021-10-04 02:07:29,canceled
9,8924,2024-09-16 13:52:42,10,9881,9,4007,2023-06-28 22:34:47,canceled
10,27030,2024-06-26 20:35:15,4,4179,8,1066,2024-03-03 12:23:04,canceled
5,7655,2024-08-08 22:46:41,9,15943,1,5428,2024-10-21 07:42:12,finished
3,2188,2024-06-16 17:43:00,3,13956,3,4341,2023-04-24 14:39:33,finished
9,4899,2024-10-25 16:32:40,6,27878,1,2618,2023-03-24 06:58:53,finished
10,29427,2024-07-16 21:09:20,4,5319,10,3733,2023-02-11 01:29:06,finished
5,17278,2024-04-16 03:33:55,4,5439,4,8446,2021-11-18 03:42:33,finished
7,18060,2024-07-26 05:04:16,1,23276,5,7287,2022-08-27 17:49:41,finished
5,29215,2024-09-17 19:51:00,6,681,7,3650,2023-01-07 23:23:01,finished
3,12531,2024-03-15 11:32:47,2,3486,8,5733,2020-02-07 00:30:46,canceled
8,22753,2024-05-27 19:06:26,6,3887,10,7298,2023-07-26 18:01:30,canceled
9,1326,2024-08-23 19:10:19,9,22013,3,7629,2024-03-25 19:11:41,canceled
8,9085,2024-05-31 05:46:49,4,8374,0,7620,2023-11-30 11:28:02,finished
6,10747,2024-09-25 14:04:36,1,28205,10,1524,2021-12-21 00:26:18,canceled
4,9675,2024-06-01 07:18:58,10,29284,0,5207,2021-11-21 23:49:18,canceled
1,15328,2024-09-24 06:44:13,1,14748,9,6805,2022-04-26 14:47:24,finished
3,29667,2024-01-24 10:20:48,5,25748,6,3458,2024-09-30 00:28:36,canceled
3,501,2024-02-16 02:29:54,5,6441,8,4354,2021-11-25 10:56:08,finished
4,6571,2024-02-04 02:29:34,3,4038,10,9041,2022-01-05 03:58:51,finished
2,2305,2024-10-07 02:00:34,9,26472,3,5420,2023-04-17 13:14:37,canceled
6,6963,2024-01-30 21:37:07,4,9063,0,6031,2020-02-19 22:56:47,finished
8,5607,2024-08-01 16:10:01,2,21818,4,6290,2020-09-10 19:48:02,canceled
3,8568,2024-01-17 08:30:27,5,8512,9,8561,2024-03-02 02:29:01,finished
6,4384,2024-09-27 07:37:47,2,807,0,7763,2020-08-09 08:38:21,canceled
10,3105,2024-09-25 12:33:33,7,24025,0,8231,2022-11-18 18:09:28,canceled
4,29184,2024-04-07 20:00:18,10,28257,3,8862,2022-11-24 16:51:09,canceled
7,21464,2024-05-03 09:15:46,5,22566,7,8536,2022-01-23 19:20:03,finished
10,22641,2024-08-18 06:54:31,7,25629,4,7607,2022-07-12 17:04:20,finished
7,23682,2024-07-29 11:44:42,10,5842,5,5595,2022-10-16 08:23:05,canceled
5,27804,2024-10-18 18:50:03,6,8193,5,5915,2024-09-23 21:07:10,canceled
4,16736,2024-06-20 15:14:54,6,14620,5,5023,2022-05-31 00:39:34,finished
5,10451,2024-10-17 21:14:20,10,19555,3,5263,2021-10-11 06:23:30,canceled
9,26805,2024-04-06 05:11:49,9,10331,3,8617,2022-08-13 09:33:57,finished
5,9489,2024-06-24 20:32:54,9,7549,7,1969,2020-01-19 07:09:00,canceled
3,26489,2024-04-13 13:49:54,4,22697,5,7295,2020-04-20 03:31:19,canceled
7,7696,2024-04-26 03:06:29,2,17320,4,8187,2022-07-12 07:24:29,finished
2,26068,2024-07-29 02:25:04,2,22131,5,6480,2024-01-13 01:10:16,finished
4,24328,2024-04-01 09:30:27,9,781,1,5988,2023-04-28 00:52:02,finished
9,29962,2024-07-09 22:16:55,3,4280,1,4970,2024-05-04 12:19:26,canceled
8,14201,2024-10-19 15:01:52,9,25201,6,8445,2022-12-02 16:15:47,canceled
1,20166,2024-08-15 08:07:04,5,4976,7,6213,2020-03-23 22:56:51,finished
2,13590,2024-10-20 18:55:24,8,19799,9,8298,2020-10-11 18:54:54,finished
5,1656,2024-02-18 07:14:57,2,6751,6,2016,2023-10-05 10:44:06,canceled
4,6901,2024-02-26 21:03:03,9,9442,4,4622,2024-05-09 01:21:19,canceled
9,10591,2024-06-20 19:40:29,9,1736,5,8744,2024-07-30 12:58:43,canceled
7,24948,2024-03-07 04:10:52,8,17310,8,5769,2024-05-09 21:11:07,finished
7,9076,2024-04-20 06:36:30,5,26075,4,9613,2021-02-18 17:41:35,canceled
5,9565,2024-06-22 02:20:40,8,2222,4,9879,2022-03-01 16:00:11,finished
2,1803,2024-09-24 00:36:23,5,1679,5,6147,2023-02-23 06:04:02,finished
3,11056,2024-05-01 15:56:35,9,13290,5,7883,2024-09-13 22:03:03,canceled
9,3041,2024-09-03 02:34:13,5,14747,1,6911,2020-06-15 16:28:44,canceled
8,19381,2024-02-06 01:22:06,7,16614,0,8690,2023-02-18 08:47:41,canceled
9,13757,2024-07-03 06:39:11,1,14533,1,5032,2021-03-06 17:03:14,canceled
6,29243,2024-10-30 10:10:32,1,17277,9,1762,2020-05-05 05:55:10,canceled
4,12116,2024-10-14 08:44:45,2,5225,3,8130,2024-07-09 02:15:18,finished
3,4853,2024-09-14 20:36:07,6,22669,10,7758,2021-08-14 19:10:59,finished
9,15627,2024-01-06 18:31:21,3,25265,0,6840,2021-08-21 01:24:37,finished
4,12788,2024-04-04 03:31:44,2,556,5,2674,2023-07-05 18:41:53,canceled
9,21285,2024-05-03 08:13:08,8,1757,6,7557,2021-06-02 21:30:12,canceled
1,15463,2024-04-27 22:20:26,4,5935,0,4604,2021-01-11 18:38:22,canceled
3,1555,2024-03-13 19:20:24,7,9992,10,9562,2023-06-01 20:19:18,canceled
10,16470,2024-04-08 06:41:21,10,25913,6,4418,2024-02-09 08:18:19,canceled
4,5678,2024-05-20 01:28:27,2,29652,2,2795,2024-05-15 10:00:23,canceled
10,22538,2024-09-07 09:21:47,4,23743,3,8243,2023-05-24 16:45:35,finished
8,26088,2024-04-03 21:49:45,1,21617,9,6739,2022-08-19 06:38:41,canceled
1,18108,2024-05-30 10:43:27,6,2792,5,4205,2022-01-17 04:41:26,finished
9,20134,2024-03-25 13:28:52,1,1673,8,2258,2023-02-28 17:24:47,canceled
10,4665,2024-06-04 01:15:47,7,7502,10,6406,2023-11-13 22:58:46,canceled
4,29332,2024-02-07 20:52:28,6,671,9,2776,2020-07-02 10:05:03,finished
2,11140,2024-01-22 15:02:50,5,3751,4,4519,2020-07-26 14:45:18,finished
2,19096,2024-08-31 08:34:00,9,20735,8,4513,2020-12-05 18:34:44,canceled
1,20236,2024-01-23 15:36:13,4,3605,7,3444,2023-02-28 16:53:47,canceled
10,17595,2024-08-31 06:25:36,2,29551,2,3702,2020-03-11 15:21:45,finished
9,13706,2024-08-09 18:44:29,7,9890,5,1291,2021-05-26 02:55:50,finished
2,16491,2024-07-26 18:08:41,10,13517,7,6352,2022-07-24 07:26:05,canceled
5,17315,2024-03-13 15:11:32,7,15872,8,8881,2023-02-05 20:30:58,canceled
5,574,2024-03-24 15:44:13,5,21290,8,3917,2020-01-28 22:33:16,canceled
6,26296,2024-06-26 04:10:48,6,9257,10,6836,2020-04-02 17:16:52,canceled
10,10672,2024-05-22 08:37:41,3,29223,3,8991,2023-04-02 22:12:28,canceled
4,25440,2024-05-29 21:29:05,5,15215,8,4426,2024-10-18 00:44:40,canceled
5,6427,2024-05-20 03:53:29,10,18854,0,3071,2023-03-05 22:45:43,canceled
2,7997,2024-08-09 10:30:13,10,28478,0,5989,2022-10-07 07:49:14,canceled
2,27401,2024-01-08 12:12:21,6,17184,10,8999,2023-05-15 16:10:13,canceled
3,21864,2024-05-31 15:32:04,4,8366,2,1784,2024-07-09 12:45:11,finished
10,872,2024-02-21 16:18:21,4,9293,4,9528,2023-12-29 23:37:17,finished
7,18383,2024-10-25 19:23:41,5,26377,5,7018,2020-04-06 04:28:54,canceled
7,14766,2024-09-10 13:50:55,8,24249,8,2200,2023-02-28 03:50:31,finished
3,15347,2024-05-03 19:36:39,6,12662,7,7417,2022-05-10 06:24:06,canceled
4,4107,2024-01-27 06:40:50,2,4969,1,1390,2024-10-30 05:24:42,finished
2,29846,2024-10-18 16:45:05,8,15567,5,6407,2020-05-07 19:23:11,finished
4,4645,2024-09-01 15:11:19,3,1899,4,8284,2020-05-11 16:58:07,finished
4,3888,2024-04-14 12:57:38,7,18000,4,6834,2021-09-04 04:37:50,canceled
10,1510,2024-10-15 23:51:44,5,7624,8,9428,2021-11-08 18:51:22,canceled
3,12809,2024-02-08 02:47:08,5,20260,0,5813,2020-12-16 18:53:12,finished
4,1721,2024-04-25 12:02:22,5,3368,7,7023,2020-02-25 22:29:49,finished
3,15132,2024-08-31 15:57:34,2,12636,10,9307,2024-08-31 23:37:07,canceled
10,1590,2024-02-19 19:25:49,2,3169,1,2171,2021-12-30 20:37:18,finished
9,21371,2024-07-14 15:21:26,5,6704,0,1588,2020-08-29 01:13:05,finished
8,27252,2024-05-31 13:28:09,9,6966,1,3813,2020-08-18 15:58:53,finished
1,10787,2024-05-18 22:34:40,9,8488,10,8027,2021-07-10 21:06:48,finished
2,14335,2024-01-17 09:02:46,4,7044,4,8500,2020-10-02 05:16:16,canceled
3,8734,2024-04-01 06:01:14,10,6933,7,6105,2021-01-05 00:39:23,finished
8,7921,2024-11-05 11:43:08,4,3887,1,5604,2022-12-02 15:18:18,finished
9,14076,2024-05-03 04:31:44,5,2379,2,5884,2023-05-29 23:37:29,canceled
1,1438,2024-07-21 01:36:38,10,27239,9,6791,2020-07-18 04:54:38,canceled
9,7856,2024-05-11 12:38:30,2,25431,0,6168,2020-03-01 14:42:54,canceled
10,6761,2024-07-09 05:14:13,9,4271,7,3517,2023-08-18 20:43:49,canceled
6,28402,2024-04-21 19:06:34,7,28902,5,7850,2021-12-18 03:16:56,canceled
1,22879,2024-07-06 03:18:27,1,22176,7,3268,2024-02-10 09:59:27,canceled
4,11905,2024-06-05 18:02:13,8,28722,1,6864,2023-05-24 18:30:37,finished
5,13643,2024-06-15 17:37:55,1,10382,6,6056,2022-04-01 00:44:23,finished
3,1804,2024-03-31 21:38:50,7,29621,7,5349,2020-11-12 03:15:37,finished
10,4001,2024-05-27 13:05:54,7,11204,6,2811,2020-08-03 16:24:24,canceled
6,27703,2024-05-14 15:46:11,1,23895,3,6155,2021-10-25 07:03:48,canceled
10,4367,2024-01-16 07:07:11,2,13407,9,2359,2022-07-05 07:06:12,canceled
4,11517,2024-09-25 15:05:08,6,23377,7,4960,2021-11-30 13:35:36,canceled
4,10350,2024-08-29 02:34:46,4,27900,5,6753,2023-03-06 02:18:53,finished
7,10309,2024-03-15 04:36:35,1,23000,5,4484,2023-07-19 17:52:03,finished
3,24042,2024-04-03 08:23:50,9,6518,1,8926,2021-11-12 16:19:52,finished
8,2882,2024-04-13 14:32:22,5,25302,0,3200,2021-06-08 16:37:47,canceled
6,4889,2024-04-24 19:04:09,8,10990,0,5212,2020-04-14 07:38:40,canceled
8,29213,2024-01-26 18:05:04,5,12314,3,2867,2024-10-07 20:53:28,canceled
10,18811,2024-08-28 21:29:27,8,17179,7,6798,2021-03-31 19:49:11,finished
6,21163,2024-07-20 11:29:32,3,15237,9,2097,2023-01-29 18:35:35,canceled
4,9285,2024-03-05 20:33:59,10,27752,4,6637,2021-12-04 09:50:47,finished
6,4591,2024-04-08 10:14:31,4,15991,4,4459,2021-01-27 07:03:33,finished
8,29115,2024-03-13 19:54:10,5,11808,7,9682,2022-09-18 02:42:52,finished
2,15872,2024-10-24 15:43:33,5,17083,10,5087,2024-07-27 04:25:29,finished
8,15476,2024-07-27 13:39:19,1,17620,10,5960,2022-11-13 12:36:50,finished
3,9277,2024-09-05 19:03:48,4,2843,8,2168,2023-11-14 20:51:09,finished
10,9958,2024-10-18 20:14:19,4,25169,7,9332,2021-05-05 09:18:58,finished
2,28155,2024-01-11 14:45:21,5,14058,1,6332,2023-12-24 23:31:44,canceled
6,4393,2024-10-28 16:06:40,6,18653,3,4457,2020-09-24 07:23:09,finished
9,7690,2024-05-20 17:41:04,9,25755,8,3728,2021-09-03 18:44:53,canceled
1,19412,2024-03-24 07:28:52,4,25572,3,6614,2021-10-01 13:25:19,finished
8,18681,2024-02-09 05:48:28,6,7714,0,5457,2022-05-28 02:24:59,finished
10,11901,2024-06-02 18:50:45,1,24885,0,3973,2024-05-01 20:43:22,canceled
4,9513,2024-10-05 18:11:08,6,3516,8,8563,2021-03-27 21:35:32,canceled
9,20108,2024-08-24 18:21:47,9,28336,0,9028,2024-09-09 13:22:58,finished
1,11944,2024-04-03 19:47:00,2,26467,6,5633,2024-05-10 00:31:43,canceled
3,4644,2024-04-26 22:39:34,10,23507,2,1268,2024-01-13 17:45:14,finished
10,7172,2024-04-06 13:56:02,1,13806,1,6519,2024-05-02 12:26:38,finished
9,15013,2024-01-22 06:34:37,9,16076,5,5883,2021-11-22 19:42:03,canceled
1,14850,2024-04-14 01:39:52,4,863,2,1420,2022-02-24 13:54:52,canceled
8,939,2024-10-31 00:15:10,9,4986,4,9314,2020-04-09 01:53:20,canceled
7,5125,2024-04-29 21:41:30,5,27990,8,4548,2021-12-19 02:17:20,finished
6,26571,2024-02-04 11:17:24,3,3299,2,5961,2020-05-09 01:43:23,finished
2,15961,2024-07-11 23:07:58,8,29094,7,7416,2021-03-19 07:17:08,finished
4,16166,2024-01-28 06:17:26,2,2748,6,5583,2021-06-16 12:42:46,canceled
9,15767,2024-06-16 18:11:54,6,28997,9,4580,2023-09-20 22:23:53,finished
1,22955,2024-08-30 12:26:19,2,2879,4,8603,2023-01-11 16:56:30,finished
3,26803,2024-01-18 23:50:06,4,5112,6,4621,2024-02-06 12:12:04,canceled
2,10286,2024-03-15 01:00:53,4,16751,9,7034,2021-05-23 04:22:15,finished
2,19995,2024-08-11 11:14:54,7,21363,0,9659,2021-08-11 19:35:55,finished
3,1442,2024-02-23 09:57:17,7,6515,0,1256,2023-04-26 09:05:09,finished
10,8499,2024-06-13 06:00:56,8,7606,2,4492,2023-09-01 06:28:48,finished
9,22372,2024-08-28 12:11:27,7,21681,2,2225,2021-09-01 20:37:50,finished
2,5319,2024-08-05 17:59:08,8,8161,2,3539,2020-05-08 19:14:43,finished
5,7907,2024-06-16 05:17:05,5,13890,1,8822,2023-12-10 09:36:15,canceled
10,26242,2024-01-27 19:26:24,6,5280,8,8649,2024-11-01 03:30:58,finished
2,14146,2024-04-26 17:02:34,8,10976,7,1571,2021-10-14 00:04:23,finished
7,12268,2024-04-24 20:42:34,4,17452,4,9247,2022-11-17 18:38:00,canceled
2,25758,2024-06-28 15:30:08,10,20169,4,8443,2022-03-02 16:37:52,finished
10,20034,2024-09-09 13:33:54,5,5429,4,1277,2020-05-09 10:47:41,finished
5,25590,2024-10-12 18:16:47,3,8024,4,5004,2020-12-15 16:37:27,canceled
1,27152,2024-03-14 19:08:44,10,21755,6,2059,2021-04-21 10:02:04,canceled
3,9619,2024-07-28 23:08:58,3,19980,6,3647,2021-10-06 20:02:30,canceled
1,22361,2024-02-10 04:47:01,4,28354,7,6507,2020-05-04 20:19:05,canceled
2,27683,2024-03-05 03:39:27,2,20902,3,3297,2020-05-31 11:21:59,canceled
7,12215,2024-03-21 22:14:48,3,10233,1,3364,2021-05-15 19:37:08,finished
1,27858,2024-03-22 14:21:24,8,603,0,2835,2021-05-28 11:31:46,canceled
2,5801,2024-08-29 10:25:54,8,7189,9,3456,2022-01-13 08:04:46,finished
8,27094,2024-05-26 05:44:40,7,11441,7,7218,2022-03-01 00:30:22,canceled
4,5060,2024-01-18 12:55:38,8,9567,6,3917,2023-10-16 09:21:03,canceled
9,14201,2024-04-23 22:40:26,8,27490,5,1024,2020-11-15 02:13:47,canceled
5,23531,2024-06-09 14:04:19,3,26708,4,8405,2024-07-11 06:53:34,canceled
5,2355,2024-05-01 02:27:46,4,29895,10,4650,2021-11-11 15:16:01,finished
1,3684,2024-10-27 10:00:55,9,2222,1,2759,2024-06-03 04:28:00,finished
4,28913,2024-07-27 11:38:12,9,20154,2,7966,2023-03-05 06:08:15,finished
1,4155,2024-10-26 09:40:34,6,5105,2,2086,2024-10-29 21:50:15,canceled
10,10871,2024-05-13 21:11:44,6,15288,4,6675,2020-04-05 17:48:22,canceled
3,17737,2024-08-15 01:29:08,1,23021,8,7640,2021-10-14 12:51:16,finished
8,24846,2024-01-21 00:17:29,9,11711,1,6282,2020-12-23 10:58:30,finished
1,19032,2024-02-15 06:39:22,7,22470,2,9550,2024-03-16 21:06:29,finished
9,14477,2024-08-25 10:36:55,7,18498,8,5827,2020-07-12 06:08:15,finished
4,12314,2024-09-07 10:25:26,8,2810,10,7760,2021-12-24 06:57:58,canceled
9,25830,2024-10-29 19:50:24,2,11519,10,7032,2024-08-06 20:57:52,finished
7,9469,2024-06-01 08:18:44,7,15347,10,1688,2023-05-23 10:31:38,canceled
10,25617,2024-07-27 09:25:56,2,10095,8,9379,2020-11-15 12:43:30,finished
9,11513,2024-03-23 13:52:29,8,10916,8,5856,2020-08-24 15:37:40,finished
4,10377,2024-08-21 01:33:58,3,21533,9,3184,2021-05-01 04:03:42,canceled
10,20414,2024-09-21 03:37:21,4,29718,8,5779,2024-06-10 20:39:03,canceled
1,8506,2024-04-20 06:05:55,6,12565,1,2207,2022-10-31 00:12:39,finished
4,8853,2024-10-29 21:12:35,8,17722,2,5024,2022-06-07 18:51:26,canceled
2,7443,2024-02-26 00:30:32,6,14363,7,9448,2023-08-22 21:08:16,canceled
9,14480,2024-02-08 20:13:52,9,9320,0,9657,2020-02-16 15:39:15,finished
4,25651,2024-02-22 16:30:20,4,19265,1,2855,2021-01-12 19:56:49,finished
9,8760,2024-04-10 15:20:55,6,13527,7,8366,2020-09-11 15:11:05,finished
1,11191,2024-10-17 18:01:28,4,16225,0,7942,2022-03-17 03:27:05,canceled
10,29483,2024-09-08 08:35:52,5,24200,1,5073,2024-06-17 23:36:34,canceled
2,8174,2024-06-30 01:29:36,1,29733,2,8922,2020-12-14 04:48:34,finished
8,21825,2024-04-13 09:51:32,2,8406,0,4973,2023-03-12 04:04:48,finished
1,26501,2024-09-25 09:20:25,6,3050,2,1317,2022-09-29 06:05:29,canceled
8,20292,2024-01-09 18:02:38,8,10211,4,3034,2024-01-16 06:23:10,finished
8,26255,2024-04-24 19:33:22,4,11306,8,5102,2022-05-30 20:11:13,canceled
1,16592,2024-07-13 15:34:21,7,11018,9,5099,2021-01-17 01:57:22,finished
8,14877,2024-07-30 22:29:39,7,22841,10,5951,2022-09-05 02:23:43,canceled
1,17194,2024-10-01 22:34:10,5,20518,8,9922,2024-07-13 01:26:49,canceled
1,2182,2024-01-28 03:56:07,6,26,6,4635,2020-06-16 06:52:23,canceled
6,25074,2024-09-13 04:31:56,7,15676,8,1005,2021-10-15 00:14:37,canceled
4,492,2024-05-03 16:29:32,4,26042,0,5861,2024-02-29 08:45:04,canceled
10,14495,2024-01-30 22:49:03,9,24790,8,5194,2022-10-07 04:56:59,canceled
10,24296,2024-03-17 03:01:24,4,29777,1,2748,2023-06-25 09:30:27,canceled
9,6733,2024-05-25 11:04:01,2,24725,5,6498,2020-05-30 17:26:00,finished
2,19434,2024-04-11 05:43:47,1,424,5,3815,2020-06-29 08:37:30,finished
4,19489,2024-08-26 16:35:41,7,739,8,8097,2024-09-12 02:19:55,canceled
5,6687,2024-05-03 17:54:43,1,16139,10,8282,2020-05-13 10:58:44,canceled
8,18505,2024-07-29 16:45:47,10,16477,1,1173,2020-11-10 15:25:50,finished
6,7339,2024-11-01 21:11:32,1,10842,6,5031,2020-05-28 17:19:35,canceled
10,11647,2024-04-22 07:20:31,4,5458,1,1031,2020-05-11 04:25:09,canceled
7,2613,2024-02-06 22:41:25,4,13607,6,7834,2023-04-27 20:26:45,canceled
1,7,2024-10-23 03:44:17,6,17618,2,4713,2023-12-22 06:20:58,canceled
7,19828,2024-04-06 07:53:10,5,21681,2,3823,2020-02-12 10:37:31,canceled
9,7794,2024-06-18 04:03:48,2,16470,1,2692,2021-08-20 23:14:49,canceled
9,4683,2024-04-10 18:22:57,8,23975,7,7060,2024-08-03 23:49:11,finished
1,6678,2024-01-08 23:26:31,10,2101,9,1567,2020-01-24 06:59:36,canceled
10,10785,2024-03-13 03:55:55,3,26547,5,7741,2022-12-18 14:13:57,finished
1,27755,2024-09-20 17:49:15,7,23048,9,4793,2022-06-27 15:45:53,finished
8,28926,2024-09-15 13:56:21,1,3142,8,3714,2021-06-12 00:53:09,finished
8,10989,2024-09-19 07:40:14,3,20735,9,3420,2023-10-30 18:12:39,canceled
1,3127,2024-08-29 11:01:09,3,6318,3,6776,2020-11-25 23:44:32,canceled
1,16376,2024-08-16 22:13:21,7,13972,9,6938,2024-08-21 12:37:14,finished
3,8002,2024-08-30 08:43:35,7,25654,2,4777,2020-08-13 06:19:51,finished
3,5394,2024-02-10 03:23:57,7,17121,5,5640,2021-05-23 02:06:49,canceled
3,27899,2024-07-15 04:56:10,9,28212,4,1429,2022-10-02 13:55:53,finished
7,3207,2024-03-20 16:45:52,9,23693,6,9688,2023-11-16 06:54:08,finished
3,28512,2024-04-30 18:32:37,7,21933,2,5551,2021-07-23 14:49:53,canceled
9,13779,2024-06-14 21:04:08,4,862,10,7640,2023-11-02 19:50:42,canceled
5,18227,2024-06-06 19:30:54,4,11524,8,7543,2024-05-06 10:23:21,canceled
9,8781,2024-08-02 04:27:36,8,19818,1,8322,2020-05-08 16:25:33,canceled
6,1616,2024-06-28 19:08:03,2,1829,9,4548,2020-10-27 09:03:07,finished
1,24369,2024-05-30 18:32:13,7,23741,4,1508,2020-02-28 04:58:23,finished
4,24068,2024-01-10 05:36:47,8,26447,7,2131,2022-05-07 07:00:05,canceled
8,1539,2024-08-07 05:11:30,1,10204,2,2324,2023-11-20 18:58:08,finished
2,14188,2024-10-23 11:01:13,1,2594,3,2518,2020-12-06 11:35:00,finished
3,1539,2024-08-12 10:20:28,4,14767,0,9394,2023-01-31 14:17:18,finished
5,13438,2024-04-08 09:12:35,4,8777,4,7802,2024-05-21 07:19:42,canceled
6,9459,2024-04-14 10:31:58,7,11040,4,9516,2021-07-06 02:57:02,canceled
6,4542,2024-06-14 00:51:50,9,16924,8,7529,2024-05-14 03:18:25,finished
5,11530,2024-02-12 19:46:21,1,9786,10,7525,2024-10-09 12:03:09,canceled
8,25146,2024-06-26 15:38:28,9,13127,6,3474,2023-02-20 20:46:27,canceled
8,5199,2024-02-03 17:00:26,6,16665,6,5205,2021-12-04 04:31:11,finished
